pid,dim,adcon,tv,rating,age,agecat,dprime
6713026,cruise,non-address,choice,0.5,21,18_34,0.307239651
6713026,dog,addressable,choice,1.25,21,18_34,0.564432294
6713026,games,addressable,choice,3,21,18_34,1.178911596
6713055,car,non-address,choice,-0.25,36,35.54,0.685205419
6713055,cruise,addressable,choice,0,36,35.54,0.307239651
6713055,dog,non-address,choice,1.75,36,35.54,-0.282216147
6713055,games,addressable,choice,-2.25,36,35.54,0.377965768
6696929,car,non-address,choice,-0.25,20,18_34,0.589455798
6696929,cruise,addressable,choice,4.5,20,18_34,0
6696929,dog,non-address,choice,0.25,20,18_34,0.871671945
6696929,games,addressable,choice,-1.25,20,18_34,0.564432294
6697046,car,non-address,random,1,30,18_34,-0.282216147
6697046,cruise,non-address,random,0.25,30,18_34,0.589455798
6697046,dog,addressable,random,1,30,18_34,0.564432294
6697046,games,addressable,random,3,30,18_34,0.967421566
6706185,car,addressable,choice,1.25,58,55+,0.871671945
6706185,cruise,non-address,choice,-6.75,58,55+,1.249637713
6706185,dog,non-address,choice,-6.25,58,55+,0.685205419
6706185,games,addressable,choice,1.25,58,55+,1.875434965
6706189,car,non-address,random,9.75,52,35.54,0.685205419
6706189,cruise,non-address,random,8.75,52,35.54,0.625797252
6706189,dog,addressable,random,10,52,35.54,0
6706189,games,addressable,random,8.5,52,35.54,-0.685205419
6706192,car,non-address,choice,-6.5,40,35.54,0.589455798
6706192,cruise,non-address,choice,-6.25,40,35.54,0.282216147
6706192,dog,addressable,choice,-6,40,35.54,-0.307239651
6706192,games,addressable,choice,-7.5,40,35.54,0.685205419
6706197,car,non-address,choice,4.5,38,35.54,0.589455798
6706197,cruise,non-address,choice,3.5,38,35.54,0.589455798
6706197,dog,addressable,choice,9,38,35.54,1.593218818
6706197,games,addressable,choice,9.5,38,35.54,1.875434965
6706200,car,addressable,random,-1.5,59,55+,1.556877364
6706200,cruise,addressable,random,0,59,55+,0.967421566
6706200,dog,non-address,random,-0.25,59,55+,1.593218818
6706200,games,non-address,random,-0.75,59,55+,1.556877364
6706233,car,addressable,choice,1.75,52,35.54,1.249637713
6706233,cruise,non-address,choice,-3.5,52,35.54,-0.282216147
6706233,dog,non-address,choice,-1.75,52,35.54,-0.625797252
6706233,games,addressable,choice,5.5,52,35.54,0.871671945
6706244,car,non-address,random,0,65,55+,1.178911596
6706244,cruise,addressable,random,0,65,55+,1.593218818
6706244,dog,addressable,random,0,65,55+,1.249637713
6706244,games,non-address,random,0,65,55+,1.556877364
6706289,car,addressable,random,2.25,62,55+,1.593218818
6706289,cruise,non-address,random,1.5,62,55+,0.685205419
6706289,dog,addressable,random,1,62,55+,1.593218818
6706289,games,non-address,random,-1.25,62,55+,0.377965768
6706314,car,non-address,choice,1,57,55+,0.871671945
6706314,cruise,addressable,choice,-2.5,57,55+,0.307239651
6706314,dog,addressable,choice,1.5,57,55+,0.871671945
6706314,games,non-address,choice,-0.75,57,55+,1.249637713
6706319,car,addressable,choice,2,29,18_34,0.282216147
6706319,cruise,non-address,choice,0.75,29,18_34,0.307239651
6706319,dog,addressable,choice,0.25,29,18_34,1.875434965
6706319,games,non-address,choice,-0.5,29,18_34,0.871671945
6706341,car,addressable,choice,4.75,50,35.54,0.377965768
6706341,cruise,non-address,choice,4.25,50,35.54,0
6706341,dog,addressable,choice,3.5,50,35.54,0.625797252
6706341,games,non-address,choice,-2,50,35.54,0
6706373,car,addressable,choice,2.25,46,35.54,-0.307239651
6706373,cruise,addressable,choice,2.75,46,35.54,-0.589455798
6706373,dog,non-address,choice,-5.75,46,35.54,-0.564432294
6706373,games,non-address,choice,0,46,35.54,-0.377965768
6706418,car,non-address,random,-3,46,35.54,0.967421566
6706418,cruise,addressable,random,-2,46,35.54,0.685205419
6706418,dog,addressable,random,-1.5,46,35.54,0.871671945
6706418,games,non-address,random,-0.25,46,35.54,0.282216147
6706453,car,addressable,choice,2,51,35.54,1.249637713
6706453,cruise,non-address,choice,2.75,51,35.54,0.871671945
6706453,dog,addressable,choice,4,51,35.54,0.967421566
6706453,games,non-address,choice,-8.75,51,35.54,1.249637713
6706461,car,addressable,choice,1.75,50,35.54,1.593218818
6706461,cruise,non-address,choice,1,50,35.54,1.311002671
6706461,dog,non-address,choice,-5.5,50,35.54,1.00376302
6706461,games,addressable,choice,0.25,50,35.54,1.249637713
6706511,car,addressable,random,0,54,35.54,1.556877364
6706511,cruise,addressable,random,0.75,54,35.54,1.178911596
6706511,dog,non-address,random,0,54,35.54,0.377965768
6706511,games,non-address,random,-0.25,54,35.54,1.875434965
6706743,car,non-address,random,2,39,35.54,1.178911596
6706743,cruise,addressable,random,1.25,39,35.54,0.967421566
6706743,dog,non-address,random,1,39,35.54,1.875434965
6706743,games,addressable,random,3.75,39,35.54,1.875434965
6706850,car,addressable,choice,5.25,37,35.54,1.178911596
6706850,cruise,non-address,choice,7.5,37,35.54,0
6706850,dog,addressable,choice,-2.5,37,35.54,-0.282216147
6706850,games,non-address,choice,-4,37,35.54,0.564432294
6706945,car,addressable,random,0.5,61,55+,0.871671945
6706945,cruise,addressable,random,6.25,61,55+,1.556877364
6706945,dog,non-address,random,-3.25,61,55+,1.249637713
6706945,games,non-address,random,-9.75,61,55+,1.249637713
6707091,car,addressable,choice,-0.25,56,55+,1.593218818
6707091,cruise,non-address,choice,0.5,56,55+,0
6707091,dog,addressable,choice,6.5,56,55+,1.875434965
6707091,games,non-address,choice,-4.5,56,55+,0.282216147
6707109,car,addressable,random,4.75,59,55+,0.589455798
6707109,cruise,addressable,random,2,59,55+,1.249637713
6707109,dog,non-address,random,-1.25,59,55+,1.178911596
6707109,games,non-address,random,1.75,59,55+,0.589455798
6707127,car,non-address,choice,3.75,41,35.54,0.589455798
6707127,cruise,addressable,choice,5.25,41,35.54,0.589455798
6707127,dog,non-address,choice,1.5,41,35.54,0.685205419
6707127,games,addressable,choice,6,41,35.54,0.685205419
6707488,car,addressable,choice,-9.25,45,35.54,-0.377965768
6707488,cruise,addressable,choice,-9.25,45,35.54,0.307239651
6707488,dog,non-address,choice,-9,45,35.54,0.282216147
6707488,games,non-address,choice,-9.5,45,35.54,1.249637713
6707569,car,non-address,choice,1.25,59,55+,1.593218818
6707569,cruise,addressable,choice,4.75,59,55+,1.178911596
6707569,dog,addressable,choice,5.25,59,55+,1.593218818
6707569,games,non-address,choice,1.25,59,55+,1.556877364
6708013,car,addressable,random,-5,39,35.54,-0.307239651
6708013,cruise,non-address,random,-5,39,35.54,0
6708013,dog,addressable,random,-2.25,39,35.54,0
6708013,games,non-address,random,1.5,39,35.54,-0.307239651
6708792,car,addressable,choice,3.25,52,35.54,2.182674616
6708792,cruise,non-address,choice,-4.25,52,35.54,0.871671945
6708792,dog,non-address,choice,-7.5,52,35.54,1.593218818
6708792,games,addressable,choice,5.5,52,35.54,1.311002671
6709409,car,non-address,choice,3.75,40,35.54,0.307239651
6709409,cruise,non-address,choice,-4.75,40,35.54,0
6709409,dog,addressable,choice,0.75,40,35.54,0.377965768
6709409,games,addressable,choice,5,40,35.54,1.556877364
6709793,car,non-address,random,0.5,24,18_34,0.685205419
6709793,cruise,addressable,random,2.5,24,18_34,0.589455798
6709793,dog,addressable,random,1.5,24,18_34,2.182674616
6709793,games,non-address,random,-3.75,24,18_34,1.00376302
6710791,car,non-address,choice,0,39,35.54,0
6710791,cruise,non-address,choice,0.75,39,35.54,1.00376302
6710791,dog,addressable,choice,0,39,35.54,0
6710791,games,addressable,choice,-3.75,39,35.54,0.377965768
6710876,car,addressable,random,3,65,55+,0
6710876,cruise,non-address,random,9,65,55+,0.685205419
6710876,dog,non-address,random,3.25,65,55+,0.871671945
6710876,games,addressable,random,3.75,65,55+,0.589455798
6710972,car,non-address,random,2,51,35.54,0.967421566
6710972,cruise,non-address,random,-0.75,51,35.54,0.871671945
6710972,dog,addressable,random,-0.75,51,35.54,1.875434965
6710972,games,addressable,random,-4,51,35.54,0
6711171,car,non-address,choice,0,31,18_34,0.871671945
6711171,cruise,addressable,choice,0.5,31,18_34,0.589455798
6711171,dog,non-address,choice,-6,31,18_34,0.685205419
6711171,games,addressable,choice,1.75,31,18_34,0.589455798
6711243,car,addressable,choice,0.5,60,55+,0.564432294
6711243,cruise,addressable,choice,0.5,60,55+,0.871671945
6711243,dog,non-address,choice,-2.25,60,55+,0.307239651
6711243,games,non-address,choice,-2.25,60,55+,0
6711546,car,non-address,random,-1,45,35.54,0.377965768
6711546,cruise,addressable,random,1.25,45,35.54,0.282216147
6711546,dog,addressable,random,3.5,45,35.54,0.589455798
6711546,games,non-address,random,0,45,35.54,0
6711677,car,addressable,choice,1.25,40,35.54,0
6711677,cruise,non-address,choice,3,40,35.54,0.589455798
6711677,dog,non-address,choice,1,40,35.54,0
6711677,games,addressable,choice,0.75,40,35.54,0.871671945
6711880,car,addressable,choice,1,33,18_34,1.178911596
6711880,cruise,addressable,choice,4.5,33,18_34,0.282216147
6711880,dog,non-address,choice,0.75,33,18_34,-0.282216147
6711880,games,non-address,choice,2.75,33,18_34,1.249637713
6712108,car,addressable,random,2,50,35.54,1.556877364
6712108,cruise,non-address,random,2.75,50,35.54,-0.282216147
6712108,dog,addressable,random,4.75,50,35.54,0.307239651
6712108,games,non-address,random,-0.75,50,35.54,0
6712244,car,non-address,choice,-3,62,55+,0.589455798
6712244,cruise,addressable,choice,-3.75,62,55+,0
6712244,dog,addressable,choice,-3.25,62,55+,-0.307239651
6712244,games,non-address,choice,-1.75,62,55+,0.871671945
6712623,car,non-address,choice,-0.25,38,35.54,-1.249637713
6712623,cruise,addressable,choice,6.25,38,35.54,-0.307239651
6712623,dog,non-address,choice,-3,38,35.54,1.311002671
6712623,games,addressable,choice,-3.5,38,35.54,0.307239651
6712658,car,addressable,random,6,35,35.54,0.377965768
6712658,cruise,addressable,random,8.5,35,35.54,0.564432294
6712658,dog,non-address,random,9,35,35.54,0.307239651
6712658,games,non-address,random,4,35,35.54,-0.564432294
6713408,car,addressable,choice,-0.25,38,35.54,0.282216147
6713408,cruise,addressable,choice,1,38,35.54,0.307239651
6713408,dog,non-address,choice,4,38,35.54,0
6713408,games,non-address,choice,-3.75,38,35.54,0
6713597,car,non-address,random,1.25,37,35.54,1.249637713
6713597,cruise,non-address,random,-2.5,37,35.54,0.967421566
6713597,dog,addressable,random,0,37,35.54,0.967421566
6713597,games,addressable,random,1,37,35.54,0.871671945
6700686,car,non-address,random,5.5,29,18_34,0.564432294
6700686,cruise,non-address,random,4.25,29,18_34,0.871671945
6700686,dog,addressable,random,-0.25,29,18_34,0.589455798
6700686,games,addressable,random,2.25,29,18_34,1.875434965
6706204,car,addressable,random,-0.25,51,35.54,-0.564432294
6706204,cruise,non-address,random,-1.75,51,35.54,1.249637713
6706204,dog,non-address,random,0.75,51,35.54,-0.282216147
6706204,games,addressable,random,3.5,51,35.54,0.307239651
6706205,car,addressable,random,0,60,55+,0.871671945
6706205,cruise,non-address,random,1,60,55+,1.875434965
6706205,dog,non-address,random,0.5,60,55+,1.249637713
6706205,games,addressable,random,0,60,55+,1.249637713
6706239,car,non-address,random,1.75,30,18_34,0.589455798
6706239,cruise,non-address,random,2.5,30,18_34,0.282216147
6706239,dog,addressable,random,5.25,30,18_34,0.871671945
6706239,games,addressable,random,4,30,18_34,1.249637713
6706452,car,addressable,random,0,51,35.54,0.871671945
6706452,cruise,non-address,random,0,51,35.54,-0.282216147
6706452,dog,non-address,random,0,51,35.54,0.625797252
6706452,games,addressable,random,0,51,35.54,0.967421566
6706505,car,non-address,random,-6.25,51,35.54,0.307239651
6706505,cruise,non-address,random,-8.25,51,35.54,0.871671945
6706505,dog,addressable,random,-2.25,51,35.54,0
6706505,games,addressable,random,0,51,35.54,1.556877364
6706643,car,addressable,random,4,55,55+,-0.967421566
6706643,cruise,non-address,random,1,55,55+,0.564432294
6706643,dog,non-address,random,5.5,55,55+,0.871671945
6706643,games,addressable,random,-0.25,55,55+,0
6706813,car,non-address,random,4.75,44,35.54,1.934843132
6706813,cruise,addressable,random,2.5,44,35.54,0
6706813,dog,non-address,random,1.25,44,35.54,1.593218818
6706813,games,addressable,random,1.75,44,35.54,1.249637713
6708920,car,addressable,random,3.25,56,55+,1.178911596
6708920,cruise,addressable,random,9,56,55+,1.249637713
6708920,dog,non-address,random,5.75,56,55+,1.178911596
6708920,games,non-address,random,-5.25,56,55+,1.556877364
6710742,car,addressable,random,-1.25,50,35.54,2.182674616
6710742,cruise,non-address,random,1.5,50,35.54,0.589455798
6710742,dog,addressable,random,0.5,50,35.54,2.182674616
6710742,games,non-address,random,-4.5,50,35.54,0.589455798
6710912,car,non-address,random,0.25,27,18_34,0
6710912,cruise,addressable,random,0.75,27,18_34,1.311002671
6710912,dog,non-address,random,3.25,27,18_34,1.249637713
6710912,games,addressable,random,1.25,27,18_34,1.556877364
6711533,car,non-address,random,3.75,33,18_34,0.589455798
6711533,cruise,addressable,random,4.25,33,18_34,1.249637713
6711533,dog,addressable,random,1,33,18_34,1.556877364
6711533,games,non-address,random,-0.5,33,18_34,0.871671945
6711904,car,non-address,random,-0.25,59,55+,0.307239651
6711904,cruise,addressable,random,2.25,59,55+,0.967421566
6711904,dog,addressable,random,0.5,59,55+,-0.307239651
6711904,games,non-address,random,-2.25,59,55+,0
6711983,car,non-address,random,6.5,39,35.54,-0.307239651
6711983,cruise,addressable,random,7.25,39,35.54,0.307239651
6711983,dog,addressable,random,5.5,39,35.54,0
6711983,games,non-address,random,2,39,35.54,1.178911596
6712475,car,addressable,random,-0.5,25,18_34,1.249637713
6712475,cruise,addressable,random,-2,25,18_34,0.871671945
6712475,dog,non-address,random,-2.5,25,18_34,2.560640384
6712475,games,non-address,random,-1.25,25,18_34,0.871671945
6712766,car,addressable,random,1.25,25,18_34,0.967421566
6712766,cruise,addressable,random,-6.25,25,18_34,-0.307239651
6712766,dog,non-address,random,0.25,25,18_34,-0.625797252
6712766,games,non-address,random,2.25,25,18_34,0.589455798
6713279,car,addressable,random,2.75,30,18_34,0.564432294
6713279,cruise,non-address,random,-0.25,30,18_34,0.282216147
6713279,dog,addressable,random,1.5,30,18_34,0.307239651
6713279,games,non-address,random,3,30,18_34,1.178911596
6706188,car,non-address,random,-5.5,62,55+,2.182674616
6706188,cruise,addressable,random,0.75,62,55+,0.871671945
6706188,dog,addressable,random,2.5,62,55+,1.556877364
6706188,games,non-address,random,-2.25,62,55+,0.564432294
6706212,car,non-address,choice,5,47,35.54,0.589455798
6706212,cruise,addressable,choice,-6.25,47,35.54,0.589455798
6706212,dog,non-address,choice,-4,47,35.54,0.871671945
6706212,games,addressable,choice,8.25,47,35.54,0.871671945
6706225,car,addressable,choice,0.25,61,55+,2.182674616
6706225,cruise,non-address,choice,0.75,61,55+,1.556877364
6706225,dog,addressable,choice,0.75,61,55+,2.560640384
6706225,games,non-address,choice,-5.5,61,55+,1.178911596
6706281,car,addressable,random,-0.5,49,35.54,0
6706281,cruise,non-address,random,4.5,49,35.54,-0.589455798
6706281,dog,addressable,random,0.75,49,35.54,0.967421566
6706281,games,non-address,random,1.75,49,35.54,1.311002671
6706401,car,addressable,random,0,51,35.54,-1.556877364
6706401,cruise,addressable,random,-3,51,35.54,0
6706401,dog,non-address,random,0.75,51,35.54,-0.282216147
6706401,games,non-address,random,-3.25,51,35.54,-0.589455798
6706433,car,addressable,random,2.5,59,55+,0.564432294
6706433,cruise,non-address,random,-2.75,59,55+,0.282216147
6706433,dog,addressable,random,3,59,55+,1.593218818
6706433,games,non-address,random,0.75,59,55+,0.282216147
6706517,car,non-address,random,0,22,18_34,0
6706517,cruise,addressable,random,5,22,18_34,0
6706517,dog,non-address,random,0.25,22,18_34,0
6706517,games,addressable,random,2.5,22,18_34,1.249637713
6706573,car,non-address,random,-1,31,18_34,0.589455798
6706573,cruise,addressable,random,2,31,18_34,0.307239651
6706573,dog,non-address,random,1.75,31,18_34,0.564432294
6706573,games,addressable,random,6.25,31,18_34,1.593218818
6706765,car,addressable,random,5.25,54,35.54,0.967421566
6706765,cruise,addressable,random,6.5,54,35.54,0.871671945
6706765,dog,non-address,random,0,54,35.54,0.871671945
6706765,games,non-address,random,-1.5,54,35.54,0
6706930,car,non-address,random,7.25,18,18_34,0.589455798
6706930,cruise,addressable,random,4,18,18_34,0
6706930,dog,addressable,random,1.75,18,18_34,0.282216147
6706930,games,non-address,random,7.25,18,18_34,0.871671945
6706948,car,addressable,choice,3,68,55+,1.556877364
6706948,cruise,addressable,choice,2,68,55+,1.249637713
6706948,dog,non-address,choice,0.25,68,55+,0.564432294
6706948,games,non-address,choice,-1.25,68,55+,1.178911596
6706971,car,non-address,choice,0.75,48,35.54,1.556877364
6706971,cruise,non-address,choice,-0.75,48,35.54,0.685205419
6706971,dog,addressable,choice,3,48,35.54,1.593218818
6706971,games,addressable,choice,3.5,48,35.54,0
6708711,car,non-address,random,-1,19,18_34,0.589455798
6708711,cruise,non-address,random,-3.5,19,18_34,0.307239651
6708711,dog,addressable,random,4.5,19,18_34,1.00376302
6708711,games,addressable,random,-3.25,19,18_34,1.178911596
6708718,car,addressable,choice,0,23,18_34,0
6708718,cruise,non-address,choice,-0.5,23,18_34,1.556877364
6708718,dog,addressable,choice,0.25,23,18_34,0.967421566
6708718,games,non-address,choice,1.5,23,18_34,1.556877364
6710867,car,addressable,choice,6.75,47,35.54,0.307239651
6710867,cruise,addressable,choice,6.75,47,35.54,1.249637713
6710867,dog,non-address,choice,6.25,47,35.54,0.282216147
6710867,games,non-address,choice,-2,47,35.54,-0.967421566
6710935,car,addressable,random,3.5,36,35.54,0.377965768
6710935,cruise,non-address,random,0,36,35.54,0.967421566
6710935,dog,addressable,random,2.75,36,35.54,0.685205419
6710935,games,non-address,random,-6.25,36,35.54,-0.589455798
6711525,car,non-address,random,3.75,46,35.54,0.871671945
6711525,cruise,addressable,random,8,46,35.54,0.967421566
6711525,dog,addressable,random,6.5,46,35.54,1.249637713
6711525,games,non-address,random,3.25,46,35.54,1.249637713
6711816,car,addressable,random,3.25,41,35.54,1.556877364
6711816,cruise,addressable,random,0,41,35.54,0
6711816,dog,non-address,random,2.25,41,35.54,0.377965768
6711816,games,non-address,random,-1.75,41,35.54,0
6712332,car,non-address,random,0,27,18_34,0
6712332,cruise,non-address,random,6,27,18_34,-0.282216147
6712332,dog,addressable,random,-2.25,27,18_34,0.967421566
6712332,games,addressable,random,5,27,18_34,0.967421566
6712539,car,addressable,random,2.75,48,35.54,1.249637713
6712539,cruise,addressable,random,4,48,35.54,1.875434965
6712539,dog,non-address,random,0,48,35.54,1.249637713
6712539,games,non-address,random,0,48,35.54,0
6712610,car,addressable,random,6.25,43,35.54,0.589455798
6712610,cruise,non-address,random,7,43,35.54,-0.685205419
6712610,dog,addressable,random,3,43,35.54,0.307239651
6712610,games,non-address,random,4,43,35.54,-1.875434965
6712763,car,addressable,choice,4.75,32,18_34,0.685205419
6712763,cruise,addressable,choice,2.5,32,18_34,-0.377965768
6712763,dog,non-address,choice,1.5,32,18_34,0.871671945
6712763,games,non-address,choice,3.25,32,18_34,-0.685205419
6713092,car,addressable,random,2.5,50,35.54,0.871671945
6713092,cruise,addressable,random,0,50,35.54,1.249637713
6713092,dog,non-address,random,0,50,35.54,0.967421566
6713092,games,non-address,random,1.75,50,35.54,0.871671945
6704257,car,non-address,random,1,36,35.54,0.967421566
6704257,cruise,addressable,random,-1.25,36,35.54,1.178911596
6704257,dog,non-address,random,1.5,36,35.54,1.593218818
6704257,games,addressable,random,-3.25,36,35.54,1.875434965
6706206,car,addressable,random,0,41,35.54,-0.282216147
6706206,cruise,non-address,random,0,41,35.54,0.967421566
6706206,dog,addressable,random,0,41,35.54,1.249637713
6706206,games,non-address,random,0,41,35.54,0
6706246,car,addressable,random,2.75,42,35.54,0
6706246,cruise,non-address,random,-4,42,35.54,-1.311002671
6706246,dog,addressable,random,-1.75,42,35.54,1.249637713
6706246,games,non-address,random,-5.5,42,35.54,0.307239651
6706304,car,non-address,random,1.5,34,18_34,1.00376302
6706304,cruise,non-address,random,0.25,34,18_34,0
6706304,dog,addressable,random,1.75,34,18_34,-0.282216147
6706304,games,addressable,random,4,34,18_34,0.871671945
6706441,car,non-address,random,1.25,59,55+,0.307239651
6706441,cruise,addressable,random,0.5,59,55+,0.871671945
6706441,dog,non-address,random,1,59,55+,1.311002671
6706441,games,addressable,random,2,59,55+,1.00376302
6706537,car,non-address,random,0.5,37,35.54,0
6706537,cruise,non-address,random,0.75,37,35.54,0.307239651
6706537,dog,addressable,random,-0.5,37,35.54,2.182674616
6706537,games,addressable,random,5,37,35.54,0.589455798
6706578,car,addressable,random,1.5,26,18_34,0.685205419
6706578,cruise,non-address,random,-3,26,18_34,0.282216147
6706578,dog,addressable,random,5.5,26,18_34,1.249637713
6706578,games,non-address,random,-0.25,26,18_34,1.311002671
6709065,car,addressable,random,-0.75,52,35.54,1.556877364
6709065,cruise,non-address,random,-2.25,52,35.54,0.564432294
6709065,dog,addressable,random,2,52,35.54,0.589455798
6709065,games,non-address,random,-3.25,52,35.54,1.875434965
6710578,car,non-address,random,-1.75,38,35.54,0.589455798
6710578,cruise,addressable,random,4.25,38,35.54,0.871671945
6710578,dog,non-address,random,-0.5,38,35.54,1.593218818
6710578,games,addressable,random,-0.5,38,35.54,1.556877364
6710803,car,addressable,random,0.25,38,35.54,0.967421566
6710803,cruise,addressable,random,2.25,38,35.54,1.556877364
6710803,dog,non-address,random,0.25,38,35.54,0.871671945
6710803,games,non-address,random,-3.25,38,35.54,1.249637713
6711711,car,addressable,random,0.75,36,35.54,-1.00376302
6711711,cruise,addressable,random,3,36,35.54,1.311002671
6711711,dog,non-address,random,3.75,36,35.54,0
6711711,games,non-address,random,-4.5,36,35.54,0
6711990,car,non-address,random,0.25,35,35.54,0.589455798
6711990,cruise,addressable,random,0,35,35.54,0.307239651
6711990,dog,non-address,random,0,35,35.54,0.564432294
6711990,games,addressable,random,2.25,35,35.54,1.593218818
6712584,car,addressable,random,2,34,18_34,2.182674616
6712584,cruise,addressable,random,1.25,34,18_34,0.307239651
6712584,dog,non-address,random,-1.25,34,18_34,0.967421566
6712584,games,non-address,random,1.5,34,18_34,1.311002671
6712624,car,non-address,random,2.75,45,35.54,1.249637713
6712624,cruise,addressable,random,1.75,45,35.54,1.178911596
6712624,dog,non-address,random,-1,45,35.54,0.871671945
6712624,games,addressable,random,1.5,45,35.54,-0.282216147
6712787,car,non-address,random,-0.75,37,35.54,1.00376302
6712787,cruise,non-address,random,-5.75,37,35.54,1.311002671
6712787,dog,addressable,random,-0.75,37,35.54,1.593218818
6712787,games,addressable,random,-1.5,37,35.54,1.249637713